,aoi,aoi_sub,os_tms_url,gs_tms_url,prob_tms_url
50,2,25,https://tiles.rasterfoundry.com/tiles/f1c7365f-a246-43a0-a76c-5c1ed89cf499/{z}/{x}/{y}/?mapToken=0a4a7142-31cb-4760-a445-f018550bfcfe,https://tiles.rasterfoundry.com/tiles/3f4a3564-3d98-4a81-9f2c-86a56a59fee3/{z}/{x}/{y}/?mapToken=d171dd90-1f7c-4443-a039-2c6f419317b8,https://tiles.rasterfoundry.com/tiles/fa742553-232e-4729-bdd9-3db6e42464f1/{z}/{x}/{y}/?mapToken=48f341cb-1bed-462f-a9da-16b8f59d9992
51,3,1,https://tiles.rasterfoundry.com/tiles/5b7007b7-9248-4ae2-9fac-c71fdfc3ecd5/{z}/{x}/{y}/?mapToken=4959dcfb-ad49-4b47-9b15-3811b2bbeca1,https://tiles.rasterfoundry.com/tiles/5b8545b3-4852-40a0-8f0d-e8c0ba201f27/{z}/{x}/{y}/?mapToken=be62a540-2753-4d30-97ae-7c2d165b84f1,https://tiles.rasterfoundry.com/tiles/b65e97c0-5c5a-4f7a-8a79-aa87c5694c2a/{z}/{x}/{y}/?mapToken=7022514c-7395-4fd9-be61-e3923bdbb575
52,3,2,https://tiles.rasterfoundry.com/tiles/e9f9779a-f17a-4af9-88e4-d32ac12d61a3/{z}/{x}/{y}/?mapToken=f8fec027-2119-497c-98c6-9c5db64c24db,https://tiles.rasterfoundry.com/tiles/13baea2e-7813-4cc9-b440-836c68e59031/{z}/{x}/{y}/?mapToken=7ce914f9-bb68-44e6-8143-816b4e6050a8,https://tiles.rasterfoundry.com/tiles/b65e97c0-5c5a-4f7a-8a79-aa87c5694c2a/{z}/{x}/{y}/?mapToken=7022514c-7395-4fd9-be61-e3923bdbb575
53,3,3,https://tiles.rasterfoundry.com/tiles/956d8a15-362e-49af-a9b0-0c567eb2d251/{z}/{x}/{y}/?mapToken=675e7ef8-2b98-4d58-86f4-c06e18e3e0de,https://tiles.rasterfoundry.com/tiles/11dfba7c-e6a8-4f0a-a4f6-1507e79dd2ad/{z}/{x}/{y}/?mapToken=d5bb05d7-fec2-4576-aff7-dccec1664cf6,https://tiles.rasterfoundry.com/tiles/b65e97c0-5c5a-4f7a-8a79-aa87c5694c2a/{z}/{x}/{y}/?mapToken=7022514c-7395-4fd9-be61-e3923bdbb575
54,3,4,NA,NA,https://tiles.rasterfoundry.com/tiles/b65e97c0-5c5a-4f7a-8a79-aa87c5694c2a/{z}/{x}/{y}/?mapToken=7022514c-7395-4fd9-be61-e3923bdbb575
55,3,5,NA,NA,https://tiles.rasterfoundry.com/tiles/b65e97c0-5c5a-4f7a-8a79-aa87c5694c2a/{z}/{x}/{y}/?mapToken=7022514c-7395-4fd9-be61-e3923bdbb575
56,3,6,https://tiles.rasterfoundry.com/tiles/9bbdc473-6b54-417a-bc96-532f0d81b5f9/{z}/{x}/{y}/?mapToken=c100df56-aa43-42de-a541-7b433eed35e0,https://tiles.rasterfoundry.com/tiles/98bfd3af-8f3c-4dd7-9377-60abf6223636/{z}/{x}/{y}/?mapToken=3eb5a9f0-50fb-4404-8a67-579dde42d87e,https://tiles.rasterfoundry.com/tiles/b65e97c0-5c5a-4f7a-8a79-aa87c5694c2a/{z}/{x}/{y}/?mapToken=7022514c-7395-4fd9-be61-e3923bdbb575
57,3,7,https://tiles.rasterfoundry.com/tiles/6bca0641-3092-40f0-a615-697c14d6ec25/{z}/{x}/{y}/?mapToken=6902af09-a708-4bdd-b16b-b421aa96147a,https://tiles.rasterfoundry.com/tiles/cc0e3c7f-8e16-48d0-9e30-d5c56dbbabf7/{z}/{x}/{y}/?mapToken=2a7270c0-1d75-4b2b-b90d-d391a5520a10,https://tiles.rasterfoundry.com/tiles/b65e97c0-5c5a-4f7a-8a79-aa87c5694c2a/{z}/{x}/{y}/?mapToken=7022514c-7395-4fd9-be61-e3923bdbb575
58,3,8,https://tiles.rasterfoundry.com/tiles/15504101-3bec-44b1-a037-1206eea47f8b/{z}/{x}/{y}/?mapToken=59241176-dd61-4c64-b668-56b2a80e672d,https://tiles.rasterfoundry.com/tiles/a0b890ce-3028-4f6b-b52e-af6e617df9cb/{z}/{x}/{y}/?mapToken=54accef5-9d9a-4d42-a58a-27122d6f5278,https://tiles.rasterfoundry.com/tiles/b65e97c0-5c5a-4f7a-8a79-aa87c5694c2a/{z}/{x}/{y}/?mapToken=7022514c-7395-4fd9-be61-e3923bdbb575
59,3,9,https://tiles.rasterfoundry.com/tiles/ee43335d-996e-4bc6-ace8-86cb91afca45/{z}/{x}/{y}/?mapToken=1d3b54fa-f924-4e5e-ad56-35d36698fcfd,https://tiles.rasterfoundry.com/tiles/01a76ff8-2f55-4500-a999-a0c841d9d232/{z}/{x}/{y}/?mapToken=12ec4dd3-c871-477d-a232-755e0f681676,https://tiles.rasterfoundry.com/tiles/b65e97c0-5c5a-4f7a-8a79-aa87c5694c2a/{z}/{x}/{y}/?mapToken=7022514c-7395-4fd9-be61-e3923bdbb575
60,3,10,NA,NA,https://tiles.rasterfoundry.com/tiles/b65e97c0-5c5a-4f7a-8a79-aa87c5694c2a/{z}/{x}/{y}/?mapToken=7022514c-7395-4fd9-be61-e3923bdbb575
61,3,11,https://tiles.rasterfoundry.com/tiles/17d5bf57-b6dc-470e-9595-234a730886ad/{z}/{x}/{y}/?mapToken=ed317437-b4d3-4d7f-883a-48c54c761e64,https://tiles.rasterfoundry.com/tiles/e4d1425e-1be2-472c-8e00-7cae550c4933/{z}/{x}/{y}/?mapToken=d8ac0808-8dc1-4e9a-8053-06e585ccda95,https://tiles.rasterfoundry.com/tiles/b65e97c0-5c5a-4f7a-8a79-aa87c5694c2a/{z}/{x}/{y}/?mapToken=7022514c-7395-4fd9-be61-e3923bdbb575
62,3,12,https://tiles.rasterfoundry.com/tiles/2498bb8b-ac1b-4e83-a603-85dff7345030/{z}/{x}/{y}/?mapToken=c43de7a6-b083-4963-90aa-e14b0bf32829,https://tiles.rasterfoundry.com/tiles/990a71ed-0056-4e0c-bdb6-3a3ae5064efa/{z}/{x}/{y}/?mapToken=2e67e898-64bc-49ef-a87f-3dd5194bb042,https://tiles.rasterfoundry.com/tiles/b65e97c0-5c5a-4f7a-8a79-aa87c5694c2a/{z}/{x}/{y}/?mapToken=7022514c-7395-4fd9-be61-e3923bdbb575
63,3,13,https://tiles.rasterfoundry.com/tiles/bc3c814e-35c6-45ef-b380-3cb778fcc77f/{z}/{x}/{y}/?mapToken=528b2646-d6e9-4497-8b91-8797b5688717,https://tiles.rasterfoundry.com/tiles/bf8fd4b4-87c5-45e1-b719-c40fd6674b5d/{z}/{x}/{y}/?mapToken=91850762-d550-4a1e-b346-de3a37feca50,https://tiles.rasterfoundry.com/tiles/b65e97c0-5c5a-4f7a-8a79-aa87c5694c2a/{z}/{x}/{y}/?mapToken=7022514c-7395-4fd9-be61-e3923bdbb575
64,3,14,https://tiles.rasterfoundry.com/tiles/48f6ab3c-8ed8-481b-9068-5608504528bb/{z}/{x}/{y}/?mapToken=e88922ed-1d56-4265-9109-e9cf40aba348,https://tiles.rasterfoundry.com/tiles/0ae16652-1bba-4862-ab16-7400a275efbb/{z}/{x}/{y}/?mapToken=43f8f720-0b19-4e5a-ae65-e7540991cdc9,https://tiles.rasterfoundry.com/tiles/b65e97c0-5c5a-4f7a-8a79-aa87c5694c2a/{z}/{x}/{y}/?mapToken=7022514c-7395-4fd9-be61-e3923bdbb575
65,3,15,https://tiles.rasterfoundry.com/tiles/9857d130-4735-4476-ab1a-d47e6357140b/{z}/{x}/{y}/?mapToken=0c727ca9-862f-4fbb-b37e-c991026f4671,https://tiles.rasterfoundry.com/tiles/40157d66-0914-4ba8-8b9d-bc21c26f9dd3/{z}/{x}/{y}/?mapToken=02a2a010-da64-43ed-914e-f6138d981c6e,https://tiles.rasterfoundry.com/tiles/b65e97c0-5c5a-4f7a-8a79-aa87c5694c2a/{z}/{x}/{y}/?mapToken=7022514c-7395-4fd9-be61-e3923bdbb575
66,3,16,https://tiles.rasterfoundry.com/tiles/f38df254-6165-4b0e-a7e0-f8ba0bf17a2f/{z}/{x}/{y}/?mapToken=43066dff-d167-4783-a384-377179ad5dde,https://tiles.rasterfoundry.com/tiles/a13a4af4-b3a8-4cf6-bcae-80b06abed8d7/{z}/{x}/{y}/?mapToken=3c5d188b-993c-458b-a532-4370929b76bb,https://tiles.rasterfoundry.com/tiles/b65e97c0-5c5a-4f7a-8a79-aa87c5694c2a/{z}/{x}/{y}/?mapToken=7022514c-7395-4fd9-be61-e3923bdbb575
67,3,17,https://tiles.rasterfoundry.com/tiles/d5b76da8-a7c2-4810-a448-84fa8c416873/{z}/{x}/{y}/?mapToken=26e1770f-59e7-433b-9161-fd82b23438ba,https://tiles.rasterfoundry.com/tiles/01dc5bf0-f71c-425a-9e89-efc9fce23ca3/{z}/{x}/{y}/?mapToken=30ecff57-8b68-4eb5-8c61-74ec3bd3b432,https://tiles.rasterfoundry.com/tiles/b65e97c0-5c5a-4f7a-8a79-aa87c5694c2a/{z}/{x}/{y}/?mapToken=7022514c-7395-4fd9-be61-e3923bdbb575
68,3,18,https://tiles.rasterfoundry.com/tiles/0f702dd5-1608-4442-8bba-d0b0e39c9d0b/{z}/{x}/{y}/?mapToken=5dc75cdb-3a41-457e-92ff-5c462797ae57,https://tiles.rasterfoundry.com/tiles/fd0fded0-273d-45dc-bf4b-52fa4bbaf32c/{z}/{x}/{y}/?mapToken=66bc11b5-e715-43fd-b6b5-6f2b83693d38,https://tiles.rasterfoundry.com/tiles/b65e97c0-5c5a-4f7a-8a79-aa87c5694c2a/{z}/{x}/{y}/?mapToken=7022514c-7395-4fd9-be61-e3923bdbb575
69,3,19,https://tiles.rasterfoundry.com/tiles/93d08d87-c57c-4ade-9f81-e27752dd996d/{z}/{x}/{y}/?mapToken=27919f44-3b6a-4134-913b-a09ff79af3ed,https://tiles.rasterfoundry.com/tiles/dbe39f7d-6cfa-4d0d-a47f-a1720025834b/{z}/{x}/{y}/?mapToken=15357e8b-31bc-4355-9fd7-9d20ba145d80,https://tiles.rasterfoundry.com/tiles/b65e97c0-5c5a-4f7a-8a79-aa87c5694c2a/{z}/{x}/{y}/?mapToken=7022514c-7395-4fd9-be61-e3923bdbb575
70,3,20,https://tiles.rasterfoundry.com/tiles/8fe58aff-01cd-4f06-a759-8bfb049e15c7/{z}/{x}/{y}/?mapToken=84e5ac69-c5ed-4eb5-b287-796040581bad,https://tiles.rasterfoundry.com/tiles/35ee9151-5ada-4910-871c-79f02fbb051d/{z}/{x}/{y}/?mapToken=7837d6f5-6c8a-4a0d-a063-ef0bdf1dd9cc,https://tiles.rasterfoundry.com/tiles/b65e97c0-5c5a-4f7a-8a79-aa87c5694c2a/{z}/{x}/{y}/?mapToken=7022514c-7395-4fd9-be61-e3923bdbb575
71,3,21,https://tiles.rasterfoundry.com/tiles/e9c12050-811d-4663-b288-74e666fcc244/{z}/{x}/{y}/?mapToken=6be853cd-4d2d-4b7f-a299-c4538e1f8cc1,https://tiles.rasterfoundry.com/tiles/503af100-e0a2-4b54-8d41-e28e8d44db90/{z}/{x}/{y}/?mapToken=2743a434-2f25-4b4b-b227-4de11e7d1bcb,https://tiles.rasterfoundry.com/tiles/b65e97c0-5c5a-4f7a-8a79-aa87c5694c2a/{z}/{x}/{y}/?mapToken=7022514c-7395-4fd9-be61-e3923bdbb575
72,3,22,https://tiles.rasterfoundry.com/tiles/f215949e-735b-4fc4-9d6b-d7a99a65e0d4/{z}/{x}/{y}/?mapToken=62677f0b-c522-45cf-9e2c-9f4ce0f39ddd,https://tiles.rasterfoundry.com/tiles/c33d0de5-0d78-46e0-a21d-2c71281cffde/{z}/{x}/{y}/?mapToken=06467b83-15c9-4515-b7a6-60f42745b9ae,https://tiles.rasterfoundry.com/tiles/b65e97c0-5c5a-4f7a-8a79-aa87c5694c2a/{z}/{x}/{y}/?mapToken=7022514c-7395-4fd9-be61-e3923bdbb575
73,3,23,https://tiles.rasterfoundry.com/tiles/1c78db39-805d-4026-9701-635d2e680cdc/{z}/{x}/{y}/?mapToken=970d2f52-a25f-495d-b6fb-450ab11d76fc,https://tiles.rasterfoundry.com/tiles/56ede77b-f9a8-47a3-b5c9-2be0e5ff44b0/{z}/{x}/{y}/?mapToken=a101b2f0-4135-486b-9a31-532f8fff71c7,https://tiles.rasterfoundry.com/tiles/b65e97c0-5c5a-4f7a-8a79-aa87c5694c2a/{z}/{x}/{y}/?mapToken=7022514c-7395-4fd9-be61-e3923bdbb575
74,3,24,https://tiles.rasterfoundry.com/tiles/8be9d786-a97c-43bb-b24b-38f8bb9196c3/{z}/{x}/{y}/?mapToken=7992f94b-e399-4e1d-919d-32a28f3e6d01,https://tiles.rasterfoundry.com/tiles/f0c5e866-54c6-48ef-b2a2-7648030be450/{z}/{x}/{y}/?mapToken=ecef8660-e1a8-480c-b756-518f05790108,https://tiles.rasterfoundry.com/tiles/b65e97c0-5c5a-4f7a-8a79-aa87c5694c2a/{z}/{x}/{y}/?mapToken=7022514c-7395-4fd9-be61-e3923bdbb575
75,3,25,https://tiles.rasterfoundry.com/tiles/bfa204b8-2030-418b-8cc6-98a74828133d/{z}/{x}/{y}/?mapToken=7bcf5bc2-eb20-4478-b4db-38c7f89220ee,https://tiles.rasterfoundry.com/tiles/ebf0400c-1ba7-43c5-aaf8-339a0d15862d/{z}/{x}/{y}/?mapToken=737d2eb4-6a3d-4e8c-be9c-03e8f9d21aea,https://tiles.rasterfoundry.com/tiles/b65e97c0-5c5a-4f7a-8a79-aa87c5694c2a/{z}/{x}/{y}/?mapToken=7022514c-7395-4fd9-be61-e3923bdbb575
76,4,1,https://tiles.rasterfoundry.com/tiles/af89c176-1685-4a03-93cb-c1987a85d305/{z}/{x}/{y}/?mapToken=5e35987c-fd86-4911-9962-7e86c8df3812,https://tiles.rasterfoundry.com/tiles/2a23c223-1ee0-44cf-9f9e-b494c8738fde/{z}/{x}/{y}/?mapToken=c95a2974-37c0-4f18-ace4-cfa35a95bf32,https://tiles.rasterfoundry.com/tiles/cf70c86d-0858-4f85-945f-a591b0ed078b/{z}/{x}/{y}/?mapToken=663e08f2-d7bf-4aa7-b5b0-1e70dda0f9de
77,4,2,https://tiles.rasterfoundry.com/tiles/f2591c51-7322-48f5-b0df-53f9d543c50c/{z}/{x}/{y}/?mapToken=8c4fc378-edce-4bc5-87da-c738b2f09842,https://tiles.rasterfoundry.com/tiles/1a482c17-fb7d-4876-8210-76a4cb07d8f0/{z}/{x}/{y}/?mapToken=077119de-344d-4ff6-83fb-8a72752541bc,https://tiles.rasterfoundry.com/tiles/cf70c86d-0858-4f85-945f-a591b0ed078b/{z}/{x}/{y}/?mapToken=663e08f2-d7bf-4aa7-b5b0-1e70dda0f9de
78,4,3,https://tiles.rasterfoundry.com/tiles/fd842e21-7e8f-4a0f-b08c-479d764d5c0a/{z}/{x}/{y}/?mapToken=e09dbe04-5ecb-4f8d-8f19-57e2ad241702,https://tiles.rasterfoundry.com/tiles/7885fc19-0a42-4322-a640-dc3414f4460d/{z}/{x}/{y}/?mapToken=44bce5ad-42ed-4a7f-adc4-e88eacd22bbf,https://tiles.rasterfoundry.com/tiles/cf70c86d-0858-4f85-945f-a591b0ed078b/{z}/{x}/{y}/?mapToken=663e08f2-d7bf-4aa7-b5b0-1e70dda0f9de
79,4,4,https://tiles.rasterfoundry.com/tiles/29c0223e-7a01-4f76-81c8-7a586a0b198e/{z}/{x}/{y}/?mapToken=04725201-90c6-42fd-b90c-c46fcd726e23,https://tiles.rasterfoundry.com/tiles/4f37393f-d590-4b0d-a847-0d9e9118e9b0/{z}/{x}/{y}/?mapToken=ee38545a-6cba-4fdf-8f30-710fa902f905,https://tiles.rasterfoundry.com/tiles/cf70c86d-0858-4f85-945f-a591b0ed078b/{z}/{x}/{y}/?mapToken=663e08f2-d7bf-4aa7-b5b0-1e70dda0f9de
80,4,5,https://tiles.rasterfoundry.com/tiles/1a1fb9cc-4527-4bf5-bad2-5af45018475b/{z}/{x}/{y}/?mapToken=6719cadd-9d6d-4d00-a808-ba424d999f31,https://tiles.rasterfoundry.com/tiles/3ef16066-b7ec-45cc-948e-4b70292bf565/{z}/{x}/{y}/?mapToken=56113429-14a0-40eb-8d3f-e7c3e28e8b88,https://tiles.rasterfoundry.com/tiles/cf70c86d-0858-4f85-945f-a591b0ed078b/{z}/{x}/{y}/?mapToken=663e08f2-d7bf-4aa7-b5b0-1e70dda0f9de
81,4,6,https://tiles.rasterfoundry.com/tiles/7d48bd97-9176-4362-a99d-0f4461eb5f84/{z}/{x}/{y}/?mapToken=865cce52-eb88-468e-8196-8882e9fca1aa,https://tiles.rasterfoundry.com/tiles/632b1299-3577-43f1-ac1e-8483e10a4872/{z}/{x}/{y}/?mapToken=359a6f8c-e758-4750-acd5-b6baf3b48e00,https://tiles.rasterfoundry.com/tiles/cf70c86d-0858-4f85-945f-a591b0ed078b/{z}/{x}/{y}/?mapToken=663e08f2-d7bf-4aa7-b5b0-1e70dda0f9de
82,4,7,https://tiles.rasterfoundry.com/tiles/1f994784-395e-4729-9065-3cca47b0855d/{z}/{x}/{y}/?mapToken=83922004-9cd2-4d42-8d15-8b16b8563042,https://tiles.rasterfoundry.com/tiles/1eb342d4-d746-49d9-8afd-324ff9f4d23b/{z}/{x}/{y}/?mapToken=5f09777a-6eed-43dc-a2fa-a110a0f51503,https://tiles.rasterfoundry.com/tiles/cf70c86d-0858-4f85-945f-a591b0ed078b/{z}/{x}/{y}/?mapToken=663e08f2-d7bf-4aa7-b5b0-1e70dda0f9de
83,4,8,https://tiles.rasterfoundry.com/tiles/c6f4dbeb-bbb0-4926-84ea-7052e5142eb0/{z}/{x}/{y}/?mapToken=064dfb1f-30f2-4176-b0ee-48ef0f1ecf34,https://tiles.rasterfoundry.com/tiles/8145649e-667b-4a9f-b65b-117725ef46bc/{z}/{x}/{y}/?mapToken=c38ed10c-9885-4d9f-ba82-50a5a5cef96a,https://tiles.rasterfoundry.com/tiles/cf70c86d-0858-4f85-945f-a591b0ed078b/{z}/{x}/{y}/?mapToken=663e08f2-d7bf-4aa7-b5b0-1e70dda0f9de
84,4,9,https://tiles.rasterfoundry.com/tiles/90a207a9-5e7c-4f81-8102-d6265e60a61c/{z}/{x}/{y}/?mapToken=e1eaac9c-e161-4bdc-88f9-88b166f9a30c,https://tiles.rasterfoundry.com/tiles/3489982e-0115-454b-87e5-495e99f6faf3/{z}/{x}/{y}/?mapToken=a0efb62c-bc51-4de2-bd88-77dd35e2599b,https://tiles.rasterfoundry.com/tiles/cf70c86d-0858-4f85-945f-a591b0ed078b/{z}/{x}/{y}/?mapToken=663e08f2-d7bf-4aa7-b5b0-1e70dda0f9de
85,4,10,https://tiles.rasterfoundry.com/tiles/287f859c-93df-4a5e-b9fe-9685f8ea463a/{z}/{x}/{y}/?mapToken=61dcb81e-617d-4d3e-ab75-8dc09a493c4d,https://tiles.rasterfoundry.com/tiles/1c42a6f0-2c6d-474b-b83d-51b54579f6c4/{z}/{x}/{y}/?mapToken=2d212d5a-bc01-4e2b-af79-06f03af970b8,https://tiles.rasterfoundry.com/tiles/cf70c86d-0858-4f85-945f-a591b0ed078b/{z}/{x}/{y}/?mapToken=663e08f2-d7bf-4aa7-b5b0-1e70dda0f9de
86,4,11,https://tiles.rasterfoundry.com/tiles/d62f1fe9-2356-43e6-966a-29777f8b5332/{z}/{x}/{y}/?mapToken=4d063b52-8529-4ae5-9aca-964bdb2aa62d,https://tiles.rasterfoundry.com/tiles/9fbae183-1e7f-4b1d-b875-033084552110/{z}/{x}/{y}/?mapToken=31fb3191-04af-4140-8f5d-c12e8e2b9491,https://tiles.rasterfoundry.com/tiles/cf70c86d-0858-4f85-945f-a591b0ed078b/{z}/{x}/{y}/?mapToken=663e08f2-d7bf-4aa7-b5b0-1e70dda0f9de
87,4,12,https://tiles.rasterfoundry.com/tiles/3cdde391-6897-4005-8344-fb637f987f9a/{z}/{x}/{y}/?mapToken=0128c8e9-e280-4441-9693-a55453198682,https://tiles.rasterfoundry.com/tiles/9cd50ef0-7e2e-4f23-9fac-ae3acbafa703/{z}/{x}/{y}/?mapToken=daddf514-0452-4109-9c37-af2f4e621be4,https://tiles.rasterfoundry.com/tiles/cf70c86d-0858-4f85-945f-a591b0ed078b/{z}/{x}/{y}/?mapToken=663e08f2-d7bf-4aa7-b5b0-1e70dda0f9de
88,4,13,https://tiles.rasterfoundry.com/tiles/e7e81d11-ba97-4f86-950c-6d4bb19ab75c/{z}/{x}/{y}/?mapToken=fdc54e1e-57a6-4f6e-9b46-5bfd83cca769,https://tiles.rasterfoundry.com/tiles/3d2dbda1-4cdc-4ad3-9fc2-f1224ceb1b56/{z}/{x}/{y}/?mapToken=bc257f2a-a766-47ba-b689-6e0b7336e872,https://tiles.rasterfoundry.com/tiles/cf70c86d-0858-4f85-945f-a591b0ed078b/{z}/{x}/{y}/?mapToken=663e08f2-d7bf-4aa7-b5b0-1e70dda0f9de
89,4,14,https://tiles.rasterfoundry.com/tiles/0847b49f-dbcb-47c4-a915-a9b234f5d75c/{z}/{x}/{y}/?mapToken=6e98a197-7565-4b84-bced-b4b165830508,https://tiles.rasterfoundry.com/tiles/528837c6-1e9f-4265-bdfe-b1baa0377e57/{z}/{x}/{y}/?mapToken=737c8ce1-e009-474f-921f-85e66a6eff55,https://tiles.rasterfoundry.com/tiles/cf70c86d-0858-4f85-945f-a591b0ed078b/{z}/{x}/{y}/?mapToken=663e08f2-d7bf-4aa7-b5b0-1e70dda0f9de
90,4,15,https://tiles.rasterfoundry.com/tiles/af590a01-0c70-4d0e-bc64-2a7c29f92dc3/{z}/{x}/{y}/?mapToken=bc90f1f8-bbb1-4828-94ce-29823df0a7d5,https://tiles.rasterfoundry.com/tiles/77dc74ea-26a6-4f34-872e-dfc7b2ff8a44/{z}/{x}/{y}/?mapToken=3e373bfb-2202-4f01-9df0-6d896cbe0655,https://tiles.rasterfoundry.com/tiles/cf70c86d-0858-4f85-945f-a591b0ed078b/{z}/{x}/{y}/?mapToken=663e08f2-d7bf-4aa7-b5b0-1e70dda0f9de
91,4,16,https://tiles.rasterfoundry.com/tiles/054c70e9-d96e-41f3-ba3e-8ba39165c75a/{z}/{x}/{y}/?mapToken=926a9525-2eea-4135-93ef-cb493337b6f7,https://tiles.rasterfoundry.com/tiles/7a9360b3-eab1-4e77-974d-27fc6d174b55/{z}/{x}/{y}/?mapToken=1b93e99e-1df7-4ab6-8417-c924607dca6d,https://tiles.rasterfoundry.com/tiles/cf70c86d-0858-4f85-945f-a591b0ed078b/{z}/{x}/{y}/?mapToken=663e08f2-d7bf-4aa7-b5b0-1e70dda0f9de
92,4,17,https://tiles.rasterfoundry.com/tiles/72d6c813-d705-4f85-aa87-8244b529141b/{z}/{x}/{y}/?mapToken=7791bce8-7a0b-4e3d-85db-a0bb958e09ae,https://tiles.rasterfoundry.com/tiles/8a138508-8819-4a1d-a0de-d397327faa6b/{z}/{x}/{y}/?mapToken=f8021701-2eb9-4c48-80e2-869985124147,https://tiles.rasterfoundry.com/tiles/cf70c86d-0858-4f85-945f-a591b0ed078b/{z}/{x}/{y}/?mapToken=663e08f2-d7bf-4aa7-b5b0-1e70dda0f9de
93,4,18,https://tiles.rasterfoundry.com/tiles/db137583-6645-48a8-857b-4135dd974745/{z}/{x}/{y}/?mapToken=9f28a830-89e3-4ce8-8cdc-ead6b25f9add,https://tiles.rasterfoundry.com/tiles/b10de062-ab08-4c82-b942-655a0fb1de1b/{z}/{x}/{y}/?mapToken=660b8591-9b91-4607-8325-e7d9bff950d8,https://tiles.rasterfoundry.com/tiles/cf70c86d-0858-4f85-945f-a591b0ed078b/{z}/{x}/{y}/?mapToken=663e08f2-d7bf-4aa7-b5b0-1e70dda0f9de
94,4,19,https://tiles.rasterfoundry.com/tiles/fe38cc7b-45ed-4031-b85b-9888739b7739/{z}/{x}/{y}/?mapToken=b91d954a-1f33-42c8-b839-f0a8be1c342f,https://tiles.rasterfoundry.com/tiles/26c3d6d6-8f5d-4cde-8ba7-b15f004c3504/{z}/{x}/{y}/?mapToken=370bdc25-40e9-44cd-b1a7-f1e302f1faf0,https://tiles.rasterfoundry.com/tiles/cf70c86d-0858-4f85-945f-a591b0ed078b/{z}/{x}/{y}/?mapToken=663e08f2-d7bf-4aa7-b5b0-1e70dda0f9de
95,4,20,https://tiles.rasterfoundry.com/tiles/ba7d2c41-0ba3-4c50-935f-58bc4111700f/{z}/{x}/{y}/?mapToken=95c82e4e-61b0-4651-9b22-ab22a11349ee,https://tiles.rasterfoundry.com/tiles/448d73c9-d986-4fe5-9eca-e9cf89f13bd5/{z}/{x}/{y}/?mapToken=24512f1b-2bd9-4131-80f6-d4d96ccbf1a0,https://tiles.rasterfoundry.com/tiles/cf70c86d-0858-4f85-945f-a591b0ed078b/{z}/{x}/{y}/?mapToken=663e08f2-d7bf-4aa7-b5b0-1e70dda0f9de
96,4,21,https://tiles.rasterfoundry.com/tiles/6b326cc2-0493-44ac-b178-9cd7b0cb6f81/{z}/{x}/{y}/?mapToken=3a11072d-416e-4ea4-b195-a16665aa0176,https://tiles.rasterfoundry.com/tiles/a58ca735-6712-4202-a2c6-42423ad209bb/{z}/{x}/{y}/?mapToken=41a42d0c-8c9e-432b-881a-3a3512170069,https://tiles.rasterfoundry.com/tiles/cf70c86d-0858-4f85-945f-a591b0ed078b/{z}/{x}/{y}/?mapToken=663e08f2-d7bf-4aa7-b5b0-1e70dda0f9de
97,4,22,https://tiles.rasterfoundry.com/tiles/d041b668-63f5-4af4-a4b2-9c383e0e0ede/{z}/{x}/{y}/?mapToken=85f4039d-0e67-4559-a211-115152ae85b9,https://tiles.rasterfoundry.com/tiles/db783e67-a101-4015-8c54-fe6e60e82bff/{z}/{x}/{y}/?mapToken=147cf220-06f7-4cf5-b3ac-078fabb125c5,https://tiles.rasterfoundry.com/tiles/cf70c86d-0858-4f85-945f-a591b0ed078b/{z}/{x}/{y}/?mapToken=663e08f2-d7bf-4aa7-b5b0-1e70dda0f9de
98,4,23,https://tiles.rasterfoundry.com/tiles/23d5e886-d56c-4696-a787-dcb6cf87e6ad/{z}/{x}/{y}/?mapToken=f439cb64-ce99-41ca-aba8-c9ebd4f9c2aa,https://tiles.rasterfoundry.com/tiles/d9453208-ed30-44ea-9086-492afea89040/{z}/{x}/{y}/?mapToken=8f2be66d-af33-4e5d-972c-b11f031c9a60,https://tiles.rasterfoundry.com/tiles/cf70c86d-0858-4f85-945f-a591b0ed078b/{z}/{x}/{y}/?mapToken=663e08f2-d7bf-4aa7-b5b0-1e70dda0f9de
99,4,24,https://tiles.rasterfoundry.com/tiles/fac92bf6-854b-44a0-9893-538895e7ba41/{z}/{x}/{y}/?mapToken=1c071010-7425-4963-b52c-3154560b089b,https://tiles.rasterfoundry.com/tiles/85217fb4-7448-4042-8c59-8b287ea36556/{z}/{x}/{y}/?mapToken=f7b7891b-91d3-4a23-b675-84becebeec9b,https://tiles.rasterfoundry.com/tiles/cf70c86d-0858-4f85-945f-a591b0ed078b/{z}/{x}/{y}/?mapToken=663e08f2-d7bf-4aa7-b5b0-1e70dda0f9de
100,4,25,https://tiles.rasterfoundry.com/tiles/62fb12a4-189b-4fd7-990b-b8550ebb402f/{z}/{x}/{y}/?mapToken=39d6faa2-64fc-4e61-8d5e-fbba0b892cdc,https://tiles.rasterfoundry.com/tiles/ea4a3cb6-0c53-4b47-b48e-84e881519428/{z}/{x}/{y}/?mapToken=4c6b9ac6-02af-4703-bd84-42f99e158ba9,https://tiles.rasterfoundry.com/tiles/cf70c86d-0858-4f85-945f-a591b0ed078b/{z}/{x}/{y}/?mapToken=663e08f2-d7bf-4aa7-b5b0-1e70dda0f9de
